Date,Team 1,Team 1 Score,Team 2,Team 2 Score,
12/2/15,Schenectady Co,64,@Fulton-Mont,60,
12/2/15,Mohawk Val,94,@Adirondack CC,66,
12/2/15,@Glendale AZ,112,Pima CC,86,
12/2/15,Aquinas,62,@Cornerstone,60,
12/2/15,@TN Wesleyan,76,Bluefield VA,65,
12/2/15,Briar Cliff,90,@Mt Marty,64,
12/2/15,Olivet Naz,71,@Calumet-St Jos,70,
12/2/15,@Dordt,78,Dakota Wesleyan,70,
12/2/15,St Francis IN,79,@Grace IN,77,
12/2/15,@Indiana Tech,78,Lourdes,48,
12/2/15,Mid Georgia,81,@Thomas GA,71,
12/2/15,Northwestern IA,90,@Morningside,74,
12/2/15,@Doane,89,Hastings,86,
12/2/15,William Penn,74,@Grandview,72,
12/2/15,@Northwestern OH,70,MI Dearborn,60,
12/2/15,@Union KY,76,Truett-McConnell,61,
12/2/15,AL Huntsville,74,@West Florida,65,
12/2/15,@CS Poly Pomona,65,Cal St-LA,59,
12/2/15,@Carson-Newman,83,Clayton St,66,
12/2/15,@Catawba,64,Chowan,63,
12/2/15,@Dallas Bap,96,Cameron,78,
12/2/15,Defiance,81,@Manchester,67,
12/2/15,PSU-Behrend,71,@D'Youville,60,
12/2/15,Clarion,71,@California PA,58,
12/2/15,E Nazarene,70,@Curry,58,
12/2/15,@Lander,69,Erskine,54,
12/2/15,@Gordon,73,W New England,62,
12/2/15,Russell Sage,78,@Mt St Mary NY,70,
12/2/15,Green Mtn,91,@Colby-Sawyer,81,
12/2/15,Webster Univ,134,@Greenville,115,
12/2/15,Methodist,59,@Guilford,57,
12/2/15,@Centre,84,Hanover,80,O1
12/2/15,UC San Diego,69,@Sonoma St,55,
12/2/15,Rhodes,63,@Hendrix,59,
12/2/15,@Holy Family,77,Goldey Beacom,58,
12/2/15,@Queens NC,87,JC Smith,77,
12/2/15,Blackburn,89,@Fontbonne,83,
12/2/15,Cazenovia,92,@Keuka,70,
12/2/15,@LaGrange,88,Birmingham So,80,O1
12/2/15,La Roche,72,@PSU-Altoona,69,
12/2/15,Capital,79,@Wilmington OH,67,
12/2/15,Lincoln Mem,123,@Lenoir Rhyne,122,O4
12/2/15,@Carleton MN,70,St John's MN,64,
12/2/15,Castleton,100,@N England Col,99,
12/2/15,Gwynedd-Mercy,102,@Neumann,92,
12/2/15,@Susquehanna,87,Catholic,81,
12/2/15,Wentworth Tech,59,@U New England,57,
12/2/15,@Nyack,85,Caldwell,67,
12/2/15,@Pittsburg St,106,NE Oklahoma,99,
12/2/15,@Centenary NJ,77,Marywood,67,
12/2/15,@C Missouri,74,MO Western,59,
12/2/15,Young Harris,83,@Anderson SC,75,
12/2/15,Cairn,97,@Rosemont,94,O1
12/2/15,Houghton,90,@Pitt-Bradford,81,O1
12/2/15,Post,71,@Felician,69,
12/2/15,@Lees-McRae,90,Belmont Abbey,77,
12/2/15,@St Edward's,90,TX A&M K'ville,73,
12/2/15,@St Joseph's LI,84,Sarah Lawrence,71,
12/2/15,@Le Moyne,68,St Rose,58,
12/2/15,Thomas Aquinas,85,@NYIT,64,
12/2/15,@Lincoln PA,56,Cheyney St,53,
12/2/15,Chicago,77,@Wheaton IL,52,
12/2/15,@Chris Newport,71,Salisbury St,60,
12/2/15,@Thomas More,85,Waynesburg,83,O1
12/2/15,Westminster MO,71,@Spalding,67,
12/2/15,@Univ Sciences,67,Wilmington DE,62,
12/2/15,@Moravian,83,Goucher,74,
12/2/15,@Colby,82,ME Presque Isle,68,
12/2/15,@Barton,81,Fayetteville St,79,
12/2/15,@Albright,63,Hood,56,
12/2/15,@St Thomas MN,92,Concordia Mhd,64,
12/2/15,@FDU Madison,71,Misericordia,70,
12/2/15,@Concordia NY,94,Bloomfield,82,
12/2/15,Grinnell,123,@Cornell IA,120,
12/2/15,Denison,80,@DePauw,67,
12/2/15,@Delaware Val,71,King's PA,44,
12/2/15,@Allegheny,71,Hiram,67,
12/2/15,@Drew,79,Merchant Marine,70,
12/2/15,@Millikin,65,Earlham,42,
12/2/15,@DeSales,75,Manhattanville,70,
12/2/15,@Roanoke,107,E Mennonite,95,
12/2/15,@Texas A&M Intl,88,E New Mexico,70,
12/2/15,@Barry,109,Lynn,101,
12/2/15,@Eckerd,104,Florida Tech,100,O1
12/2/15,@Alma,98,North Park,75,
12/2/15,@Juniata,63,Elizabethtown,47,
12/2/15,@Elmhurst,82,Adrian,50,
12/2/15,@Chestnut Hill,80,Georgian Court,72,
12/2/15,Ferrum,75,@Emory & Henry,74,
12/2/15,Stevenson,74,@Messiah,55,
12/2/15,Pace,70,@American Intl,60,
12/2/15,@St Leo,91,FL Southern,89,
12/2/15,Hilbert,72,@Medaille,67,
12/2/15,@Stonehill,75,Franklin Pierce,54,
12/2/15,@PSU-Harrisburg,82,Frostburg St,81,
12/2/15,@Concordia TX,103,SW Univ TX,98,
12/2/15,@Nova SE,98,Palm Beach Atl,79,
12/2/15,@Rutgers-Camden,71,Rowan,70,
12/2/15,Grove City,63,@Wash & Jeff,41,
12/2/15,@Gust Adolphus,69,St Mary's MN,57,
12/2/15,Hamilton,74,@SUNYIT,65,
12/2/15,@Hamline,79,Macalester,59,
12/2/15,@Wash & Lee,75,Hampden-Sydney,66,
12/2/15,@John Carroll,82,Heidelberg,63,
12/2/15,Yeshiva,74,@Farmingdale,69,
12/2/15,@Lehman,90,NY Maritime,67,
12/2/15,Washburn,86,@Fort Hays St,82,
12/2/15,Mt St Vincent,67,@Purchase,63,
12/2/15,@Franciscan OH,78,Mt Aloysius,76,
12/2/15,@Coast Guard,97,Mitchell,89,
12/2/15,Lancaster Bib,113,@PSU-Berks,103,
12/2/15,@Summit,87,Keystone,79,
12/2/15,@King TN,86,Pfeiffer,63,
12/2/15,Brevard,82,@North Georgia,76,
12/2/15,@St Vincent,73,Bethany WV,61,
12/2/15,Morrisville St,84,@Wells,76,
12/2/15,@St Joseph's NY,81,Old Westbury,63,
12/2/15,@Thiel,79,Geneva,67,
12/2/15,@S Virginia,97,Marymount VA,88,O2
12/2/15,@Immaculata,84,Cabrini,64,
12/2/15,@NJ City,70,Wm Paterson,64,
12/2/15,@NYU,81,John Jay,67,
12/2/15,Bluffton,91,@Kalamazoo,70,
12/2/15,@Ramapo,91,Kean,63,
12/2/15,@Oberlin,72,Kenyon,64,
12/2/15,Monmouth IL,89,@Knox,77,
12/2/15,Lawrence,76,@Beloit,72,
12/2/15,Lebanon Val,83,@Arcadia,74,
12/2/15,@S New Hampshire,91,Assumption,56,
12/2/15,@Lycoming,80,Alvernia,66,
12/2/15,@Lynchburg,94,Randolph Macon,77,
12/2/15,@St Olaf,69,Augsburg,65,
12/2/15,@Marietta,78,Muskingum,67,
12/2/15,@Mary Washington,70,St Mary's MD,60,
12/2/15,Augustana IL,75,@WI Whitewater,55,
12/2/15,Merrimack,85,@St Michael's,67,
12/2/15,@Molloy,74,Dominican NY,58,
12/2/15,@Rutgers-Newark,90,Montclair St,87,O1
12/2/15,@Mt Union,110,Baldwin-Wallace,109,O2
12/2/15,@New Haven,79,S Connecticut,66,
12/2/15,Endicott,82,@Nichols,78,O1
12/2/15,@Wesleyan CT,85,MA Liberal Arts,75,
12/2/15,Ohio Northern,87,@Otterbein,84,
12/2/15,@Ohio Wesleyan,88,Wooster,75,
12/2/15,@Bentley,86,St Anselm,78,
12/2/15,Randolph Col,72,@Shenandoah,67,
12/2/15,@St Norbert,59,Ripon,57,
12/2/15,@Roger Williams,67,Salve Regina,57,
12/2/15,@Brooklyn Col,107,Stevens Tech,92,
12/2/15,College of NJ,76,@R Stockton,70,
12/2/15,@Trinity CT,74,Vassar,56,
12/2/15,Wittenberg,74,@Wabash,64,
12/2/15,@York PA,78,Wesley DE,69,
12/2/15,Eastern Univ,82,@Wilkes,67,
12/2/15,@Mt St Joseph,78,Anderson IN,73,
12/2/15,@Westminster PA,94,Chatham,59,
12/2/15,Dubuque,84,@Clarke,77,
12/2/15,@Angelo St,105,N New Mexico,68,
12/2/15,Mt Mercy,99,@Luther IA,87,
12/2/15,NE Wesleyan,89,@Concordia NE,88,
12/2/15,@Waldorf,75,Simpson IA,67,
12/2/15,@West LA Col,83,Rio Hondo,79,
12/2/15,@St Lawrence ON,73,Durham,57,
12/2/15,Seneca,86,@Centennial Col,79,
12/2/15,@Mid Am Nazarene,96,Avila,78,
12/2/15,@Missouri Val,83,Benedictine KS,68,
12/2/15,@Cent Methodist,90,Culver-Stockton,84,
12/2/15,@Madonna,75,Concordia MI,67,
12/2/15,@Peru St,81,Graceland,70,
12/2/15,@IN S Bend,67,Purdue Calumet,64,
12/2/15,@Reinhardt,89,Milligan,86,
12/2/15,Webber,93,@Southeastern FL,75,
12/2/15,Angelina,88,@Paris JC,78,
12/2/15,C Arizona,79,@South Mtn,74,
12/2/15,@Clarendon,91,Howard Col,86,
12/2/15,@Tyler JC,71,Coastal Bend College,59,
12/2/15,Hutchinson CC,82,@Coffeyville CC,77,
12/2/15,Palm Beach St,82,@Florida St-Jax,78,
12/2/15,@Kilgore,72,Lamar St,71,
12/2/15,@Navarro,71,Lee TX,67,
12/2/15,@Odessa,93,New Mexico JC,67,
12/2/15,@Lake Michigan,75,Mott CC,67,
12/2/15,@Patrick Henry CC,72,Caldwell CC Tech,70,
12/2/15,Madison Col,64,@Western Tech,63,
12/2/15,Rollins,85,@Embry-Riddle FL,68,
12/2/15,@MN Morris,80,Mayville St,74,
12/2/15,Montgomery-R,91,@Harford CC,85,
12/2/15,Gogebic CC,69,@Fond du Lac T&CC,56,
12/2/15,Baker KS,85,@Evangel,80,
12/2/15,@Card Stritch,73,St Ambrose,71,
12/2/15,@Davenport,73,Siena Hts,56,
12/2/15,@Purdue-N Cent,69,Holy Cross IN,61,
12/2/15,@R Morris Chi,111,Judson IL,78,
12/2/15,@Point,95,Montreat And,80,
12/2/15,@St Andrew's,98,Morris SC,85,
12/2/15,@Trinity IL,89,Roosevelt,73,
12/2/15,@St Francis IL,70,Trinity Chr,45,
12/2/15,Alfred St,77,@Penn Tech,71,
12/2/15,@Iowa Wesleyan,84,MacMurray,80,
12/2/15,Averett,91,@J&W NC,73,
12/2/15,@NC Wesleyan,91,Mid-Atlantic Chr,53,
12/2/15,@Apprentice,79,VA-Lynchburg,69,
12/2/15,@Berkeley NYC,98,King's NY,35,
12/2/15,@PSU York,78,PSU Wilkes-Barre,63,
12/2/15,PSU-Hazleton,71,@PSU Worth Scranton,61,
12/2/15,@S Maine Tech,89,NH Tech,82,
12/2/15,@Lamar,83,UTRGV,60,
12/2/15,Rochester Tech,69,St John Fisher,64,
12/2/15,Rochester NY,65,Brockport St,59,
12/2/15,IN Southeast,105,@Transylvania,95,
12/2/15,@Maryville TN,110,Johnson TN,105,
12/2/15,Geneseo St,83,@Nazareth,81,
12/2/15,Roberts Wslyn,59,@Hobart-Smith,58,
12/2/15,@Claremont M.S.,77,San Diego Chr,76,
12/2/15,Arizona Chr,113,@Embry-Riddle AZ,58,
12/2/15,@Warner,77,J&W FL,66,
12/2/15,@Lawrence Tech,69,Marygrove,63,
12/2/15,@Rio Grande,86,Shawnee St,53,
12/2/15,@ND St Science,81,Ridgewater,46,
12/2/15,ME Ft Kent,71,@Villa Maria,69,
12/2/15,@John Logan,103,Lake Land IL,75,
12/2/15,@Lincoln Land,88,Illinois Val,75,
